Time [Sec],Na23,Mg24,P31,S34,Ca44,Mn55,Sr88,Ba137,La139,Ce140,Pr141,Nd146,Eu153,Gd157,Dy163,Ho165,Er166
991.5578,81469.6,860.02,28557.18,160,69080.26,1070.04,125443.3,40,33642.57,76710.54,12855.93,10594.04,1460.08,1170.05,630.01,520.01,290
993.0578,79840.92,370,31112.26,90,68417.2,940.03,139168.36,10,39709.51,91398.71,13776.81,10644.08,1350.07,930.03,570.01,450.01,270
994.5578,80956.85,5460.99,23498.41,90,82588.95,3260.36,110824.26,20,27823.65,78118.32,15508.63,12355.5,1720.11,1240.06,620.01,300,250
996.0578,77930.96,460.01,26383.2,140,70064.85,870.03,131295.05,40,38706.7,88983.16,14497.54,11694.92,1560.09,1320.06,630.01,300,270
997.5579,80966.9,560.01,29118.26,210,69482.12,960.03,113746.88,60,38901.12,99755.73,15608.74,11554.81,1740.11,1340.07,790.02,380.01,270
999.0579,76141.85,150,1790.11,110,2280.17,50,1200.05,0,265.31,600.01,30,10,0,0,0,0,0
1000.5579,74543.89,70,130,150,560.01,20,0,0,0,0,10,0,0,0,0,0,0
1002.0579,72704.95,50,100,90,580.01,50,0,0,0,0,0,0,0,0,0,0,0
1003.5579,73498.78,30,100,100,500.01,120,0,0,0,0,0,0,0,0,0,0,0
1005.058,74352.95,10,110,100,600.01,70,0,0,0,0,0,0,0,0,0,0,0
1006.558,74875.53,50,90,50,580.01,70,0,0,0,0,0,0,0,0,0,0,0
1008.058,73880.64,20,110,110,720.02,100,0,0,0,0,0,0,0,0,0,0,0
1009.558,76021.24,50,120,130,500.01,70,0,0,0,0,0,0,0,0,0,0,0
1011.058,75538.83,160,120,11484.41,420.01,180,300,10,122.45,0,20,30,0,0,0,10,0
1012.558,76352.91,390.01,140,11504.42,920.03,150,500.01,0,30.61,0,10,30,0,0,0,0,0
1014.058,76996.18,280,100,9953.31,1000.03,130,1000.03,10,102.04,100,10,30,0,10,20,10,20
1015.558,79247.8,10083.37,280,6831.56,75772.77,10823.97,84144.8,170,5031.52,11404.66,1520.08,1080.04,260,390.01,420.01,230,200
1017.058,79056.8,17880.61,16589.18,240,105170.99,4700.75,139067.4,50,34031.27,98245.06,13946.98,9483.24,1260.06,970.03,680.02,330,290
1018.558,82826.96,950.03,30851.72,200,75149.61,1460.07,128469.77,280,33530.06,75202.35,11815.01,9353.15,1440.08,1160.05,810.02,390.01,220
1020.0581,80956.85,2320.18,35351.64,100,81804.63,2200.16,131799.61,130,32967.49,77615.52,12435.55,10554.01,1330.06,910.03,530.01,340,220
1021.5581,80956.85,2340.18,32956.19,120,74224.98,1490.08,128368.87,140,35238.34,83247.88,12275.41,9633.34,1350.07,1300.06,650.02,350,280
1023.0581,80011.82,980.03,29008.04,150,69100.35,1220.05,124232.88,50,31791.3,64046.83,12365.49,9503.25,1290.06,1150.05,490.01,270,220
1024.5581,82273.95,780.02,31322.69,160,75049.11,1300.06,121408.97,60,29664.17,79727.39,13306.35,9373.16,1240.06,1030.04,530.01,420.01,260
1026.0582,81831.55,730.02,28647.35,110,69140.54,1100.04,100347.96,60,30093.66,82744.91,12445.56,9273.1,1010.04,820.02,480.01,290,250
1027.5582,83752.06,870.03,29298.61,230,75451.14,1220.05,125645.03,100,33151.6,76308.33,11324.6,9443.21,1350.07,1190.05,660.02,390.01,180
1029.0582,80745.72,660.01,29198.41,150,66548.74,1010.03,98032.12,90,26034.48,58823.88,10243.77,8672.71,1040.04,890.03,650.02,320,280
1030.5582,81680.74,740.02,28346.78,180,65845.61,1380.06,106995.5,100,35064.43,100057.88,14777.84,12495.62,1380.07,1210.05,670.02,290,260
1032.0582,81972.31,710.02,27805.77,170,65423.75,1450.07,112335.89,90,38676.01,91197.4,14357.4,10994.35,1400.07,1500.08,740.02,380.01,320
1033.5583,82294.06,870.03,33457.3,60,76556.77,1240.05,110421.18,130,37386.78,86165.54,14447.49,11644.88,1650.1,1250.06,690.02,400.01,340
1035.0583,82696.25,720.02,29458.92,100,68336.83,1170.05,126552.92,50,38624.84,85561.84,14247.28,10513.98,1580.09,1250.06,730.02,340,160
1036.5583,81047.33,760.02,32435.06,120,78647.66,1010.03,130992.31,10,37376.55,100158.61,12635.73,10113.68,1350.07,1190.05,560.01,290,180
1038.0583,90309.76,55110.64,10443.64,270,194484.9,45971.56,145025.66,1800.12,14926.35,43166.75,8572.64,7742.16,1690.1,1240.06,780.02,290,370
1039.5583,84818,15397.87,18050.86,140,89126.58,7571.94,144924.65,230,27384,65252.4,12685.77,11214.53,1630.1,1360.07,630.01,310,380.01
1041.0583,83188.95,1890.12,31944.01,160,68638.21,1050.04,109413.55,40,40784.04,85561.84,14487.53,11404.68,1510.08,1140.05,730.02,380.01,330
1042.5583,80092.25,650.01,31362.78,80,78024.38,1030.04,68864.05,40,5194.84,5401.05,840.03,270,30,0,0,0,0
1044.0583,77036.38,80,190,110,560.01,60,100,0,10.2,0,0,0,0,0,0,0,0
1045.5583,75568.98,70,90,60,400.01,60,0,0,0,0,0,0,0,0,0,0,0
1047.0585,76754.95,30,110,70,740.02,70,0,0,0,0,0,0,0,0,0,0,0
1048.5585,75769.98,80,130,20,520.01,30,0,0,0,0,0,0,0,0,0,0,0
1050.0585,77508.79,50,120,60,600.01,40,0,0,0,0,0,0,0,0,0,0,0
1051.5585,74272.56,70,130,100,400.01,80,0,0,0,0,0,0,0,0,0,0,0
1053.0585,75970.99,60,110,90,540.01,100,0,0,0,0,0,0,0,0,0,0,0
1054.5586,76262.46,60,130,80,600.01,40,0,0,0,0,0,0,0,0,0,0,0
1056.0586,74734.84,50,90,2260.17,1660.09,830.02,1300.06,40,20.41,0,10,10,0,0,0,0,0
1057.5586,78312.93,430.01,70,11714.59,580.01,100,200,0,40.82,0,0,0,10,0,0,0,0
1059.0586,76553.93,1770.1,110,10964.02,1480.07,400.01,800.02,30,20.41,0,40,10,0,0,0,0,0
1060.5586,75709.68,260,70,10553.72,440.01,160,300,0,51.02,100,20,30,10,0,20,0,30
1062.0586,76001.14,6341.33,180,6101.24,66548.74,7692.01,73285.76,80,4949.86,15508.62,3100.35,2540.23,440.01,510.01,530.01,250,340
1063.5586,84395.63,7772,28777.6,240,93493.3,1760.1,122921.72,50,35872.61,76911.64,13146.2,10133.7,1280.06,1160.05,730.02,340,240
1065.0586,82887.3,850.02,33747.95,120,77200.09,1310.06,133818.08,80,34675.71,75101.81,13076.14,9623.33,1380.07,1230.05,820.02,280,240
1066.5586,81178.04,980.03,32084.3,170,75069.21,2130.15,123325.14,140,34133.56,76408.88,11985.15,10513.98,1070.04,1080.04,670.02,310,290
1068.0587,82133.18,2240.17,33707.86,170,82568.85,1960.13,125846.78,120,35187.19,89888.94,14167.2,11144.47,1400.07,1210.05,510.01,380.01,280
1069.5587,82032.65,800.02,31483.03,140,64198.43,1160.05,119089.76,90,32435.63,78621.13,11634.86,9873.51,1360.07,1070.04,580.01,380.01,190
1071.0587,82806.85,840.02,31483.03,100,79874.17,1260.05,115158.02,90,35299.72,67462.89,11985.15,9082.97,1080.04,1030.04,520.01,320,170
1072.5587,82796.81,790.02,29859.71,170,72818.04,1420.07,116166.05,90,31821.98,71884.91,11744.95,9313.12,1250.06,810.02,540.01,360,300
1074.0587,81147.87,720.02,33026.35,160,71853.36,1100.04,127763.54,80,30472.03,67965.32,11524.77,9473.23,1190.05,980.03,500.01,270,160
1075.5587,84043.68,630.01,28396.87,100,63214.22,1070.04,130689.58,70,35575.93,107613.87,14457.5,11534.79,1670.1,1250.06,670.02,330,350
1077.0587,83550.95,680.02,29929.85,120,65544.29,1100.04,133616.23,100,40763.57,104792.5,15558.69,11975.16,1720.11,1310.06,650.02,340,310
1078.5587,83611.29,800.02,27555.31,90,65242.96,1010.03,105282.96,20,35596.39,92304.66,13606.64,11634.87,1700.1,1470.08,770.02,560.01,310
1080.0587,80906.58,840.02,29809.62,120,77883.65,960.03,114150.05,20,35872.61,90190.88,13666.7,10654.09,1140.05,1150.05,580.01,440.01,250
1081.5588,80765.82,660.01,31032.09,180,67071.08,1460.07,134524.6,160,39525.32,95828.32,15028.1,11034.38,1470.08,1090.04,780.02,310,190
1083.0588,85270.54,15578.05,18341.22,150,93976.33,15187.82,80423.66,590.01,16734.52,39957.2,5110.94,3960.56,780.02,600.01,380.01,340,360
1084.5588,81087.55,30851.57,9563.05,190,115608.12,16769.53,165544.86,290,17061.45,41561.88,6191.38,4250.65,560.01,510.01,270,210,190
1086.0588,79690.13,27625.31,2450.2,120,153731.4,19863.37,278055.33,320,11688.57,28829.79,4620.77,4150.62,760.02,800.02,480.01,340,240
1087.5588,81720.96,10453.63,27605.4,160,78225.43,2270.17,134827.42,30,41551.6,105598.54,15258.35,11444.72,1510.08,1260.06,860.03,310,320
1089.0588,82645.98,2640.23,5170.89,150,3440.4,50,2400.2,0,346.94,800.02,180,20,0,0,0,0,0
1090.559,76463.47,100,150,150,560.01,80,0,0,0,0,0,0,0,0,0,0,0
1092.059,78051.59,70,110,100,440.01,90,0,0,10.2,0,0,0,0,0,0,0,0
1093.559,77930.96,100,80,140,380,60,0,0,0,0,0,0,0,0,0,0,0
1095.059,76393.12,100,50,160,460.01,110,0,0,0,0,0,0,0,0,0,0,0
1096.559,76393.12,80,150,180,440.01,80,0,0,0,0,0,0,0,0,0,0,0
1098.059,77146.95,60,130,180,580.01,60,0,0,0,0,0,0,0,0,0,0,0
1099.559,76825.31,90,110,150,540.01,40,0,0,0,0,0,0,0,0,0,0,0
1101.059,76684.59,510.01,160,10934,540.01,140,0,10,10.2,100,0,10,0,0,0,0,0
1102.559,76604.18,130,120,11504.42,620.01,120,300,0,0,0,10,0,0,0,10,0,0
1104.0591,76222.26,160,160,10563.73,700.02,140,600.01,0,30.61,200,10,0,0,0,0,0,0
1105.5591,76161.95,160,140,11054.08,760.02,130,100,0,10.2,200,30,10,10,0,20,60,110
1107.0591,83400.12,1310.06,6021.21,8352.33,28647.6,1040.04,1238171.41,104711.12,23346.05,71784.39,12265.4,11274.58,1550.09,1500.08,910.03,530.01,310
1108.5591,83842.57,760.02,33988.49,340,66709.46,1100.04,134928.35,250,40743.1,109226.35,16179.39,11774.99,1690.1,1430.07,890.03,300,210
1110.0592,86427.1,900.03,32244.65,170,72938.63,1270.05,123325.14,150,32343.58,68869.74,11084.41,9753.42,1500.08,920.03,610.01,440.01,200
1111.5592,82867.19,680.02,29238.49,230,72355.79,1130.04,103772.07,70,32967.49,69975.23,11995.16,9303.12,1150.05,950.03,570.01,330,180
1113.0592,82565.55,1480.07,31643.37,130,75973.79,1820.11,129276.93,130,37908.6,101367.3,16159.37,12245.4,1380.07,1400.07,670.02,460.01,310
1114.5592,83108.51,980.03,33507.41,200,71712.68,1100.04,112235.1,170,29510.78,75503.97,11424.68,9012.92,1170.05,930.03,520.01,270,250
1116.0592,83068.29,740.02,28647.35,100,69562.5,1290.06,111630.43,70,29336.95,73794.85,10253.77,8582.65,1340.06,1040.04,430.01,320,220
1117.5592,81590.25,770.02,29268.55,160,70064.85,1070.04,94911.34,100,33315.26,72085.95,12105.26,10323.84,1190.05,1280.06,720.02,270,350
1119.0592,86417.04,770.02,28527.12,150,73642.09,1080.04,108002.97,100,36568.29,90895.44,13536.57,10554.01,1630.1,1310.06,460.01,470.01,360
1120.5592,84596.76,820.02,26503.41,110,64037.74,1260.05,98132.8,150,39607.18,96130.39,14457.5,11094.43,1660.1,1390.07,810.02,450.01,380.01
1122.0592,83561,650.01,28547.16,80,72757.75,1100.04,117274.98,70,35780.54,81034.9,13946.98,10323.84,1510.08,1370.07,640.01,460.01,240
1123.5592,83611.29,620.01,28176.46,120,67292.07,1120.04,97327.36,30,37652.8,83952.09,13366.41,11434.71,1550.09,1420.07,680.02,530.01,280
1125.0593,82183.46,4860.78,30951.93,130,68999.88,1310.06,132203.29,150,35841.92,85662.45,13536.57,11224.53,1660.1,1230.05,740.02,450.01,350
1126.5593,87724.56,6781.53,26593.57,170,113008.23,8762.6,124333.74,250,30553.84,75604.51,11905.09,8372.52,1350.07,600.01,690.02,400.01,320
1128.0593,83460.45,2080.14,26413.25,220,56206.14,750.02,64845.48,10,26668.33,117594.01,12185.33,9753.42,1740.11,1280.06,940.03,460.01,390.01
1129.5593,85371.11,650.01,34980.77,100,91058.24,890.03,152401.14,0,49700.65,124554.08,17671.2,12365.5,1820.12,1260.06,830.03,330,360
1131.0593,81419.33,650.01,31893.9,210,77541.86,1120.04,122417.45,10,41172.93,85159.38,14177.21,10533.99,1410.07,1170.05,810.02,340,190
1132.5594,83420.22,400.01,29208.43,130,70366.27,750.02,118182.34,60,42145.22,95828.32,15979.16,12805.9,1380.07,380.01,80,20,0
1134.0594,77227.35,50,280,110,760.02,60,0,0,61.22,100,40,40,0,0,0,0,0
1135.5594,78634.6,80,150,100,380,70,0,0,0,0,0,0,0,0,0,0,0
1137.0594,75679.53,40,160,140,460.01,50,0,0,0,0,0,0,0,0,0,0,0
1138.5594,77780.18,60,100,150,580.01,80,0,0,0,0,0,0,0,0,0,0,0
1140.0594,78463.71,20,140,80,400.01,60,0,0,0,0,0,0,0,0,0,0,0
1141.5594,78051.59,110,50,70,500.01,90,0,0,0,0,0,0,0,0,0,0,0
1143.0594,78132,50,140,180,560.01,30,0,0,0,0,0,0,0,0,0,0,0
1144.5594,76131.8,50,110,150,500.01,90,0,0,0,0,0,10,0,10,0,20,0
1146.0596,76553.93,130,90,11284.26,580.01,30,0,0,40.82,0,10,0,0,0,10,0,0
1147.5596,79931.4,160,160,10803.9,260,160,200,30,10.2,0,0,0,0,0,0,0,0
1149.0596,78182.26,160,120,11894.73,580.01,140,300,0,30.61,200,10,0,0,0,0,10,0
1150.5596,79519.22,200,150,10263.52,560.01,100,0,20,91.84,0,40,30,150,190,310,400.01,240
1152.0597,86044.92,1040.04,12695.37,6701.5,40535.23,940.03,628714.13,33159.32,30512.94,76308.33,14547.59,13156.23,2290.19,1430.07,920.03,440.01,310
1153.5597,83178.9,750.02,31262.57,220,69441.94,1100.04,113746.88,160,37059.38,87876.17,13696.73,12105.27,1510.08,1130.05,730.02,340,400.01
1155.0597,83581.11,770.02,27405.03,150,70406.46,1120.04,121207.29,60,34450.66,85360.61,12035.2,9323.13,1230.05,1100.04,650.02,350,270
1156.5597,83178.9,750.02,27585.36,120,74928.5,1190.05,128066.2,130,29930.04,72689.06,12795.88,9563.29,1250.06,1010.04,450.01,290,160
1158.0597,83259.34,850.02,29549.1,250,71310.76,1240.05,122417.45,160,30666.33,84857.55,11815.01,10564.02,1300.06,1070.04,690.02,460.01,250
1159.5597,85773.38,1220.05,31302.65,150,77943.96,1300.06,129579.63,50,38635.08,92807.99,13846.88,10964.33,1510.08,930.03,730.02,360,350
1161.0597,85200.15,580.01,29739.47,90,65905.88,1340.06,125846.78,90,34645.02,92908.65,15428.54,11304.6,1550.09,1510.08,710.02,390.01,410.01
1162.5597,82223.68,610.01,26854.04,190,65765.26,1210.05,141086.88,30,36384.14,93814.69,13987.02,13456.52,1540.09,1410.07,660.02,450.01,270
1164.0597,82284,600.01,27274.79,130,64600.17,920.03,111227.35,70,32568.6,74398.04,13596.63,10523.99,1510.08,1200.05,660.02,420.01,370
1165.5597,83782.23,830.02,27925.99,170,60964.85,930.03,125241.56,70,36967.3,88077.43,13796.83,10734.15,1450.08,1160.05,700.02,420.01,320
1167.0598,85310.76,1200.05,32525.25,190,67010.8,960.03,104980.78,30,34696.17,97942.94,12065.22,10393.89,1190.05,1090.04,750.02,350,300
1168.5598,85069.41,750.02,29458.92,70,57571.35,1140.04,101959.21,80,34000.58,75503.97,12936,9973.58,1290.06,1350.07,680.02,440.01,220
1170.0598,85049.3,1190.05,30340.68,150,63214.22,680.02,75798.71,10,33448.23,92304.66,14567.61,11835.04,1380.07,810.02,470.01,310,280
1171.5598,82314.17,1030.04,23468.36,120,49963.89,1590.09,106491.79,120,36936.6,102072.41,16599.89,13066.14,1250.06,1040.04,780.02,490.01,290
1173.0598,84636.98,1070.04,27154.57,180,67312.17,1120.04,96421.31,80,43567.95,91499.37,14307.34,12665.77,1730.11,1250.06,930.03,370,320
1174.5599,86628.25,1560.08,35040.91,100,82106.29,1090.04,123627.71,60,42656.97,112754.26,14487.53,10684.11,1310.06,1180.05,730.02,430.01,260
1176.0599,81972.31,390.01,29298.61,190,71029.41,1030.04,131194.13,20,36476.21,92002.67,13656.69,11214.53,1260.06,1070.04,690.02,400.01,210
1177.5599,83550.95,560.01,27274.79,120,70969.12,790.02,106894.75,20,9819.78,13706.74,1270.06,460.01,40,40,0,0,0
1179.0599,79006.54,40,200,100,560.01,40,0,0,40.82,0,20,0,0,0,0,0,0
1180.5599,76805.2,30,130,150,360,40,0,0,0,0,0,0,0,0,0,0,0
1182.0599,79107.06,80,120,50,420.01,20,0,0,0,0,0,0,0,0,0,0,0
1183.5599,78081.74,60,140,170,480.01,70,0,0,0,0,0,0,0,0,0,0,0
1185.0599,78061.63,40,160,60,540.01,90,0,0,0,0,0,0,0,0,0,0,0
1186.5599,79428.75,60,120,70,500.01,70,0,0,0,0,0,0,0,0,0,0,0
1188.0599,80152.57,80,90,90,320,130,0,0,0,0,0,0,0,0,0,0,0
1189.5601,79237.75,2250.17,310,9943.3,580.01,250,100,0,30.61,0,0,0,0,0,0,10,0
1191.0601,78413.46,370,110,10733.85,760.02,370,100,20,20.41,0,0,0,0,0,10,0,0
1192.5601,78906.01,300,200,10683.81,620.01,140,700.02,10,0,100,0,0,0,0,0,0,0
1194.0601,80625.08,480.01,150,11084.11,560.01,60,100,10,10.2,0,0,0,0,0,0,0,0
1195.5602,78564.24,100,210,10353.58,840.02,70,448879.8,26314.77,2469.61,16009.19,3050.33,3710.5,780.02,620.01,530.01,310,220
1197.0602,88227.48,1500.07,27905.95,1880.12,78547.12,870.03,416015.93,12335.45,40200.71,110839,16189.4,13506.57,1770.11,1550.09,820.02,470.01,340
1198.5602,85129.74,820.02,28737.52,140,70908.84,1120.04,122417.45,200,39116.01,107613.87,16269.5,12155.32,1580.09,1270.06,760.02,400.01,250
1200.0602,85934.3,970.03,29438.88,210,75029.01,1500.08,136745.35,130,37714.19,79727.39,13596.63,10193.74,1540.09,1180.05,660.02,340,350
1201.5602,84305.14,680.02,28356.8,190,70707.89,1010.03,104678.59,80,34471.12,102576.09,14657.71,11354.64,1480.08,1040.04,870.03,410.01,220
1203.0602,86859.57,680.02,24449.93,130,72114.62,960.03,103369.19,70,38348.57,84555.72,14517.56,10784.19,1550.09,1210.05,790.02,280,260
1204.5602,85471.67,163118.57,24249.6,230,79632.88,13946.59,100347.96,20,24368.21,62138.22,8322.49,6201.38,770.02,650.02,310,210,200
1206.0602,81881.82,261714.33,18100.92,90,72054.33,9593.12,133919.01,40,29050.64,71985.43,11384.65,9703.39,1340.06,1060.04,650.02,330,220
1207.5602,86356.7,3680.45,29128.28,140,76255.23,810.02,115258.82,80,38164.39,79123.97,13956.99,11694.92,1280.06,1140.05,830.03,320,280
1209.0603,84345.36,540.01,28777.6,300,76275.33,960.03,124636.34,40,41950.76,96331.77,13276.32,11624.86,1580.09,1000.04,680.02,300,310
1210.5603,86929.98,3620.44,29679.36,270,71873.46,1810.11,118888.1,130,31208.35,80431.42,13586.62,10413.9,1390.07,1160.05,760.02,290,220
1212.0603,90148.81,780.02,23848.96,180,74566.69,660.01,109413.55,50,31924.25,86568.02,14437.48,11154.48,1580.09,1520.08,910.03,400.01,230
1213.5603,85833.72,2200.16,30911.84,250,73561.69,1320.06,125745.91,40,44796.32,106303.87,16549.83,12725.83,1830.12,1480.08,880.03,460.01,300
1215.0603,83681.67,440.01,29428.86,100,70305.99,710.02,114754.82,20,40845.44,97439.44,14387.43,11554.81,1640.1,1160.05,640.01,300,410.01
1216.5604,85491.79,450.01,28627.31,120,67332.25,860.03,127965.31,40,38502.05,81034.9,14207.24,10984.34,1620.09,1250.06,820.02,420.01,270
1218.0604,86759,490.01,29549.1,140,67673.8,1020.04,128267.97,20,36486.44,102273.89,13846.88,10564.02,1680.1,960.03,680.02,440.01,300
1219.5604,86205.84,410.01,37998.1,200,84982.4,1050.04,172627.19,40,49577.76,116686.44,17220.64,12785.88,1490.08,1290.06,820.02,440.01,190
1221.0604,86437.16,310,28376.84,90,63174.05,880.03,127057.33,40,34286.99,90593.48,13716.75,10544,1520.08,1180.05,570.01,240,80
1222.5604,77106.74,20,800.02,150,1160.05,130,1700.1,0,224.49,400.01,90,20,0,0,0,0,0
1224.0604,79217.64,110,220,140,560.01,90,0,0,0,0,0,0,0,0,0,0,0
1225.5604,76955.97,40,110,100,360,30,0,0,0,0,0,0,0,0,0,0,0
1227.0604,79820.81,50,110,130,340,50,0,0,0,0,0,0,0,0,0,0,0
1228.5604,78614.5,50,140,70,380,30,0,0,0,0,0,0,0,0,0,0,0
1230.0604,81720.96,50,120,170,300,70,0,0,0,0,0,0,0,0,0,0,0
1231.5605,78694.92,40,140,210,340,60,0,0,0,0,0,0,0,0,0,0,0
1233.0605,77649.52,70,40,100,480.01,60,0,0,0,0,0,0,0,0,0,0,0
1234.5605,77639.46,40,70,100,420.01,100,0,0,0,0,0,0,0,0,0,0,10
1236.0605,79468.96,30,160,5751.11,800.02,750.02,400.01,40,30.61,0,0,0,0,0,0,0,0
1237.5607,79670.02,160,100,11634.52,380,90,100,0,20.41,0,20,30,0,0,0,0,0
1239.0607,80574.81,320,70,10964.02,400.01,150,0,10,0,0,0,10,0,0,0,0,0
1240.5607,80192.78,100,140,10984.03,400.01,130,200,50,30.61,0,0,10,0,0,0,0,0
1242.0607,81097.6,70,140,10073.39,500.01,90,1000.03,110,91.84,200,70,40,10,0,0,30,40
1243.5607,83309.62,830.02,3070.31,8362.34,13065.74,320,1506157.36,93149.66,9850.42,33740.79,5741.18,5631.14,890.03,630.01,470.01,230,190
1245.0607,84707.37,1120.04,18651.6,3780.48,54479.72,610.01,1920813.71,99029.91,29357.4,81537.83,13126.18,11334.63,1760.11,1580.09,790.02,490.01,280
1246.5607,89997.91,1970.13,32334.84,1440.07,82508.5,870.03,873321.8,60249.7,39832.31,90090.24,17310.75,13546.61,2250.18,1620.1,980.04,520.01,300
1248.0607,89635.76,2350.18,24630.22,2040.14,66528.65,810.02,604615.69,39204.96,30952.68,88681.25,14938.01,11584.83,1510.08,1110.04,580.01,310,150
1249.5607,87282,2700.24,16539.12,4360.64,43423.37,1050.04,401410.58,29010.1,16152.21,43166.75,6741.63,5951.27,720.02,440.01,160,50,30
1251.0608,81690.79,283503.41,3740.47,2890.28,59298.12,28667.85,71778.21,240,1091.88,1500.08,410.01,170,50,30,40,10,0
1252.5608,81228.3,677586.94,200,270,85867.47,31172.92,141692.78,80,2694.14,5000.9,770.02,590.01,70,30,70,10,10
1254.0608,81107.66,542093.43,8562.44,200,70587.32,18041.03,112033.55,80,23397.16,86668.64,11244.54,9983.59,1500.08,1180.05,730.02,420.01,210
1255.5608,87070.79,5120.87,25131.05,220,61868.57,860.03,104678.59,50,37182.15,96231.08,14017.05,11935.13,1630.1,1370.07,810.02,560.01,320
1257.0608,87503.28,620.01,30480.96,110,63354.82,1130.04,114855.62,120,36271.6,100762.94,14507.55,11384.67,1420.07,1240.06,800.02,340,300
1258.5608,88700.25,580.01,24439.91,280,63836.87,840.02,102563.47,20,33223.2,92908.65,13516.55,10894.27,1730.11,1350.07,880.03,400.01,260
1260.0608,85974.52,240,28917.87,190,60824.28,720.02,123022.57,10,43301.81,93613.34,13766.8,10664.09,1420.07,1190.05,640.01,390.01,340
1261.5608,87664.22,320,28637.33,80,69482.12,730.02,97528.72,0,39852.78,115274.76,14217.25,10874.26,1490.08,1240.06,730.02,360,270
1263.0608,87925.73,300,27725.62,180,69060.16,700.02,100247.27,10,37765.35,98647.89,14227.26,11144.47,1420.07,1020.04,660.02,340,270
1264.5608,84596.76,1260.05,25651.93,220,69200.81,920.03,93703.47,30,35801,80632.58,11905.09,9973.58,1270.06,1030.04,660.02,370,270
1266.0609,87613.92,420.01,32264.69,190,72255.31,800.02,127158.22,20,40702.17,114871.45,15498.62,11624.86,1490.08,1240.06,740.02,380.01,250
1267.5609,86437.16,350,26944.2,140,58655.58,710.02,107297.73,20,38962.51,84656.33,14077.11,10493.96,1410.07,1100.04,580.01,310,350
1269.0609,82042.69,130,1890.12,60,2500.21,100,600.01,0,183.67,500.01,40,20,0,0,0,0,0
1270.5609,76765,100,110,160,480.01,60,0,0,30.61,0,0,0,0,0,0,0,0
1272.0609,79277.96,70,120,180,560.01,20,0,0,0,0,0,0,0,0,0,0,0
1273.561,78142.05,80,80,110,420.01,50,0,0,0,0,0,0,0,0,0,0,0
1275.061,80574.81,30,80,190,540.01,80,0,0,0,0,0,0,0,0,0,0,0
1276.561,79509.17,100,170,150,680.02,80,0,0,0,0,0,0,0,0,0,0,0
1278.061,78614.5,80,140,90,620.01,80,0,0,0,0,0,0,0,0,0,0,0
1279.561,82464.99,110,140,100,360,80,0,0,0,0,0,0,0,10,0,0,0
1281.061,80916.63,170,50,11004.05,480.01,80,0,10,0,0,10,0,0,0,0,0,0
1282.561,80192.78,140,100,11464.39,440.01,130,100,10,0,0,20,0,0,0,0,0,0
1284.061,80755.78,260,110,10703.83,380,100,0,0,10.2,100,10,0,0,0,0,0,0
1285.561,81700.85,170,100,11734.6,540.01,80,100,0,10.2,0,10,0,0,0,0,0,0
1287.0612,79881.13,320,150,11184.18,760.02,120,400.01,60,10.2,0,10,0,0,0,0,0,0
1288.5612,79931.4,780.02,200,9793.2,560.01,160,600.01,20,10.2,100,50,30,0,0,0,10,0
1290.0612,83832.51,590.01,220,10243.51,560.01,70,600.01,40,30.61,200,10,0,0,20,0,0,0
1291.5612,78694.92,170,170,9693.14,420.01,130,400.01,10,61.22,300,0,0,0,10,0,0,0
1293.0612,82153.3,180,150,10473.67,700.02,90,300,10,51.02,0,10,0,0,0,0,0,0
1294.5613,81107.66,290,270,10153.45,480.01,60,400.01,0,0,100,20,10,0,0,0,0,0
1296.0613,83038.12,28026.05,110,9022.72,9402.97,6151.28,6001.25,0,163.27,100,100,60,20,20,0,0,20
1297.5613,85662.75,529020.7,180,1200.05,82669.4,35051.62,118787.28,20,2183.84,3400.41,590.01,530.01,30,70,60,20,30
1299.0613,83792.28,617723.39,4050.55,180,85947.93,25902.73,128873.34,30,13312.47,33039.12,5431.06,4140.62,780.02,610.01,340,240,110
1300.5613,84948.73,232917.22,16118.66,190,71330.85,12275.11,110723.49,10,27455.57,74398.04,12095.25,10003.6,1240.06,1080.04,770.02,360,280
1302.0613,89374.22,6211.28,32495.19,220,84720.92,960.03,117274.98,20,34972.37,90492.83,13977.01,11144.47,1540.09,1010.04,790.02,300,180
1303.5613,88348.19,430.01,25411.52,170,64539.9,790.02,128469.77,20,39320.66,84455.12,12545.65,10053.64,1340.06,970.03,600.01,280,290
1305.0613,87744.68,220,23608.58,160,58474.87,620.01,107499.22,30,41428.79,95828.32,12775.86,10694.12,1280.06,1400.07,750.02,350,300
1306.5613,88579.54,1020.03,27535.27,200,55102.01,550.01,113545.3,20,33683.49,96835.24,12255.39,10483.96,1290.06,1170.05,460.01,370,200
1308.0614,89917.43,180,26613.61,260,64519.82,690.02,113142.15,0,39249.03,84455.12,13426.47,10754.16,1330.06,1210.05,630.01,520.01,220
1309.5614,88368.31,330,25050.92,190,62531.34,680.02,108506.73,60,36240.91,81638.41,13936.97,9953.57,1540.09,1300.06,650.02,490.01,330
1311.0614,89414.45,490.01,29398.8,130,77561.97,1170.05,133313.43,10,37294.7,91096.75,13336.38,9513.26,1320.06,1150.05,730.02,390.01,310
1312.5614,87664.22,270,26924.16,210,62591.6,870.03,71175.23,20,4276.17,7401.97,750.02,200,10,30,10,0,0
